Submission ID,Respondent ID,Submitted at,ref,"After the protocol, how would you describe the situation — for yourself or the person you were listening with ?"
sub_0298,resp_0298,2026-02-14 00:00:00,H-AX-L3-VOL001,10
sub_0415,resp_0415,2026-03-01 00:00:00,H-CR-L3-VOL001,8
sub_0151,resp_0151,2026-02-24 00:00:00,H-OS-L3-VOL001,6
sub_0787,resp_0787,2026-01-31 00:00:00,T-MB-L2-VOL001,6
sub_0641,resp_0641,2026-02-28 00:00:00,T-FC-L2-VOL001,8
sub_0887,resp_0887,2026-03-15 00:00:00,X-ME-L3-VOL001,8
sub_0551,resp_0551,2026-03-24 00:00:00,H-SL-L3-VOL001,8
sub_0790,resp_0790,2026-01-07 00:00:00,T-MB-L2-VOL001,8
sub_0489,resp_0489,2026-01-22 00:00:00,H-SL-L1-VOL001,10
sub_0148,resp_0148,2026-01-07 00:00:00,H-OS-L3-VOL001,7
sub_0147,resp_0147,2026-02-02 00:00:00,H-OS-L3-VOL001,6
sub_0719,resp_0719,2026-03-24 00:00:00,T-CF-L2-VOL001,8
sub_0929,resp_0929,2026-02-17 00:00:00,X-MD-L2-VOL001,7
sub_0738,resp_0738,2026-01-17 00:00:00,T-CF-L2-VOL001,6
sub_0660,resp_0660,2026-02-18 00:00:00,T-FC-L3-VOL001,6
sub_0349,resp_0349,2026-03-04 00:00:00,H-CR-L1-VOL001,7
sub_0464,resp_0464,2026-03-22 00:00:00,H-SL-L1-VOL001,6
sub_0326,resp_0326,2026-02-04 00:00:00,H-AX-L3-VOL001,5
sub_0187,resp_0187,2026-02-22 00:00:00,H-AX-L1-VOL001,7
sub_0124,resp_0124,2026-03-16 00:00:00,H-OS-L2-VOL001,6
sub_0851,resp_0851,2026-03-23 00:00:00,X-ME-L1-VOL001,6
sub_0609,resp_0609,2026-01-20 00:00:00,T-FC-L1-VOL001,10
sub_0144,resp_0144,2026-02-03 00:00:00,H-OS-L3-VOL001,9
sub_0968,resp_0968,2026-02-12 00:00:00,X-MC-L1-VOL001,4
sub_0198,resp_0198,2026-03-14 00:00:00,H-AX-L1-VOL001,8
sub_0610,resp_0610,2026-03-02 00:00:00,T-FC-L1-VOL001,4
sub_0280,resp_0280,2026-03-01 00:00:00,H-AX-L2-VOL001,6
sub_0294,resp_0294,2026-03-18 00:00:00,H-AX-L3-VOL001,8
sub_0401,resp_0401,2026-01-11 00:00:00,H-CR-L2-VOL001,3
sub_0123,resp_0123,2026-01-07 00:00:00,H-OS-L2-VOL001,8
sub_0184,resp_0184,2026-02-08 00:00:00,H-AX-L1-VOL001,8
sub_0203,resp_0203,2026-02-08 00:00:00,H-AX-L1-VOL001,4
sub_0439,resp_0439,2026-02-09 00:00:00,H-CR-L3-VOL001,4
sub_0247,resp_0247,2026-03-03 00:00:00,H-AX-L2-VOL001,8
sub_0416,resp_0416,2026-02-22 00:00:00,H-CR-L3-VOL001,7
sub_0775,resp_0775,2026-01-29 00:00:00,T-MB-L1-VOL001,6
sub_0882,resp_0882,2026-02-08 00:00:00,X-ME-L2-VOL001,6
sub_0904,resp_0904,2026-01-20 00:00:00,X-MD-L1-VOL001,9
sub_0829,resp_0829,2026-03-19 00:00:00,X-ME-L1-VOL001,5
sub_0885,resp_0885,2026-02-22 00:00:00,X-ME-L3-VOL001,9
sub_0130,resp_0130,2026-03-07 00:00:00,H-OS-L2-VOL001,4
sub_0638,resp_0638,2026-01-28 00:00:00,T-FC-L2-VOL001,5
sub_0403,resp_0403,2026-01-06 00:00:00,H-CR-L2-VOL001,5
sub_0952,resp_0952,2026-01-13 00:00:00,X-MC-L1-VOL001,3
sub_0833,resp_0833,2026-02-11 00:00:00,X-ME-L1-VOL001,3
sub_0736,resp_0736,2026-03-25 00:00:00,T-CF-L2-VOL001,6
sub_0911,resp_0911,2026-01-04 00:00:00,X-MD-L1-VOL001,6
sub_0220,resp_0220,2026-03-07 00:00:00,H-AX-L1-VOL001,10
sub_0642,resp_0642,2026-02-13 00:00:00,T-FC-L2-VOL001,7
sub_0913,resp_0913,2026-01-06 00:00:00,X-MD-L1-VOL001,9
sub_0751,resp_0751,2026-02-13 00:00:00,T-CF-L3-VOL001,7
sub_0804,resp_0804,2026-03-15 00:00:00,T-MB-L2-VOL001,7
sub_0917,resp_0917,2026-03-25 00:00:00,X-MD-L1-VOL001,7
sub_0625,resp_0625,2026-02-13 00:00:00,T-FC-L2-VOL001,5
sub_0836,resp_0836,2026-02-11 00:00:00,X-ME-L1-VOL001,8
sub_0759,resp_0759,2026-03-24 00:00:00,T-MB-L1-VOL001,8
sub_0387,resp_0387,2026-02-09 00:00:00,H-CR-L2-VOL001,7
sub_0970,resp_0970,2026-03-08 00:00:00,X-MC-L1-VOL001,8
sub_0510,resp_0510,2026-01-26 00:00:00,H-SL-L2-VOL001,6
sub_0268,resp_0268,2026-01-17 00:00:00,H-AX-L2-VOL001,9
sub_0817,resp_0817,2026-03-16 00:00:00,T-MB-L3-VOL001,7
sub_0442,resp_0442,2026-02-22 00:00:00,H-SL-L1-VOL001,7
sub_0497,resp_0497,2026-03-16 00:00:00,H-SL-L1-VOL001,4
sub_0113,resp_0113,2026-01-20 00:00:00,H-OS-L2-VOL001,6
sub_0692,resp_0692,2026-02-08 00:00:00,T-CF-L1-VOL001,9
sub_0233,resp_0233,2026-03-02 00:00:00,H-AX-L1-VOL001,7
sub_0867,resp_0867,2026-03-04 00:00:00,X-ME-L2-VOL001,6
sub_0608,resp_0608,2026-02-17 00:00:00,T-FC-L1-VOL001,7
sub_0672,resp_0672,2026-01-10 00:00:00,T-FC-L3-VOL001,6
sub_0374,resp_0374,2026-01-11 00:00:00,H-CR-L1-VOL001,5
sub_0979,resp_0979,2026-03-25 00:00:00,X-MC-L2-VOL001,5
sub_0850,resp_0850,2026-02-05 00:00:00,X-ME-L1-VOL001,6
sub_0234,resp_0234,2026-03-20 00:00:00,H-AX-L1-VOL001,6
sub_0784,resp_0784,2026-01-31 00:00:00,T-MB-L1-VOL001,8
sub_0677,resp_0677,2026-03-16 00:00:00,T-CF-L1-VOL001,6
sub_0318,resp_0318,2026-03-25 00:00:00,H-AX-L3-VOL001,5
sub_0649,resp_0649,2026-01-11 00:00:00,T-FC-L2-VOL001,3
sub_0411,resp_0411,2026-03-15 00:00:00,H-CR-L2-VOL001,5
sub_0896,resp_0896,2026-02-14 00:00:00,X-ME-L3-VOL001,8
sub_0710,resp_0710,2026-03-18 00:00:00,T-CF-L1-VOL001,4
sub_0359,resp_0359,2026-01-07 00:00:00,H-CR-L1-VOL001,7
sub_0259,resp_0259,2026-02-04 00:00:00,H-AX-L2-VOL001,10
sub_0745,resp_0745,2026-02-07 00:00:00,T-CF-L3-VOL001,8
sub_0628,resp_0628,2026-01-24 00:00:00,T-FC-L2-VOL001,8
sub_0633,resp_0633,2026-01-19 00:00:00,T-FC-L2-VOL001,6
sub_0283,resp_0283,2026-02-03 00:00:00,H-AX-L2-VOL001,5
sub_0377,resp_0377,2026-01-15 00:00:00,H-CR-L2-VOL001,7
sub_0385,resp_0385,2026-01-08 00:00:00,H-CR-L2-VOL001,7
sub_0225,resp_0225,2026-01-31 00:00:00,H-AX-L1-VOL001,5
sub_0951,resp_0951,2026-01-17 00:00:00,X-MC-L1-VOL001,6
sub_0812,resp_0812,2026-01-09 00:00:00,T-MB-L3-VOL001,7
sub_0473,resp_0473,2026-01-22 00:00:00,H-SL-L1-VOL001,7
sub_0348,resp_0348,2026-03-23 00:00:00,H-CR-L1-VOL001,8
sub_0506,resp_0506,2026-02-07 00:00:00,H-SL-L2-VOL001,9
sub_0640,resp_0640,2026-02-23 00:00:00,T-FC-L2-VOL001,6
sub_0985,resp_0985,2026-03-03 00:00:00,X-MC-L2-VOL001,8
sub_0926,resp_0926,2026-02-14 00:00:00,X-MD-L2-VOL001,9
sub_0903,resp_0903,2026-03-16 00:00:00,X-MD-L1-VOL001,6
sub_0620,resp_0620,2026-01-08 00:00:00,T-FC-L1-VOL001,6
sub_0853,resp_0853,2026-01-10 00:00:00,X-ME-L1-VOL001,9
sub_0646,resp_0646,2026-02-11 00:00:00,T-FC-L2-VOL001,8
sub_0844,resp_0844,2026-02-14 00:00:00,X-ME-L1-VOL001,5
sub_0557,resp_0557,2026-01-16 00:00:00,H-SL-L3-VOL001,4
sub_0955,resp_0955,2026-02-13 00:00:00,X-MC-L1-VOL001,7
sub_0578,resp_0578,2026-01-19 00:00:00,H-SL-L3-VOL001,7
sub_0796,resp_0796,2026-01-09 00:00:00,T-MB-L2-VOL001,8
sub_0086,resp_0086,2026-01-10 00:00:00,H-OS-L2-VOL001,8
sub_0243,resp_0243,2026-03-16 00:00:00,H-AX-L2-VOL001,6
sub_0699,resp_0699,2026-02-09 00:00:00,T-CF-L1-VOL001,5
sub_0160,resp_0160,2026-02-26 00:00:00,H-OS-L3-VOL001,9
sub_0525,resp_0525,2026-01-19 00:00:00,H-SL-L2-VOL001,8
sub_0036,resp_0036,2026-03-01 00:00:00,H-OS-L1-VOL001,7
sub_0541,resp_0541,2026-03-23 00:00:00,H-SL-L2-VOL001,8
sub_0171,resp_0171,2026-03-16 00:00:00,H-OS-L3-VOL001,8
sub_0655,resp_0655,2026-01-01 00:00:00,T-FC-L3-VOL001,8
sub_0888,resp_0888,2026-01-10 00:00:00,X-ME-L3-VOL001,6
sub_0855,resp_0855,2026-02-21 00:00:00,X-ME-L1-VOL001,5
sub_0845,resp_0845,2026-02-27 00:00:00,X-ME-L1-VOL001,8
sub_0942,resp_0942,2026-03-05 00:00:00,X-MD-L3-VOL001,6
sub_0734,resp_0734,2026-02-14 00:00:00,T-CF-L2-VOL001,7
sub_0096,resp_0096,2026-01-22 00:00:00,H-OS-L2-VOL001,7
sub_0564,resp_0564,2026-01-03 00:00:00,H-SL-L3-VOL001,6
sub_0241,resp_0241,2026-02-23 00:00:00,H-AX-L2-VOL001,8
sub_0743,resp_0743,2026-01-20 00:00:00,T-CF-L3-VOL001,8
sub_0575,resp_0575,2026-01-28 00:00:00,H-SL-L3-VOL001,6
sub_0691,resp_0691,2026-03-22 00:00:00,T-CF-L1-VOL001,4
sub_0461,resp_0461,2026-03-21 00:00:00,H-SL-L1-VOL001,4
sub_0554,resp_0554,2026-02-20 00:00:00,H-SL-L3-VOL001,8
sub_0948,resp_0948,2026-03-21 00:00:00,X-MC-L1-VOL001,6
sub_0207,resp_0207,2026-03-16 00:00:00,H-AX-L1-VOL001,8
sub_0393,resp_0393,2026-03-01 00:00:00,H-CR-L2-VOL001,5
sub_0795,resp_0795,2026-02-28 00:00:00,T-MB-L2-VOL001,8
sub_0398,resp_0398,2026-03-11 00:00:00,H-CR-L2-VOL001,6
sub_0767,resp_0767,2026-01-11 00:00:00,T-MB-L1-VOL001,6
sub_0846,resp_0846,2026-01-06 00:00:00,X-ME-L1-VOL001,3
sub_0218,resp_0218,2026-01-11 00:00:00,H-AX-L1-VOL001,8
sub_0005,resp_0005,2026-02-20 00:00:00,H-OS-L1-VOL001,8
sub_0769,resp_0769,2026-02-04 00:00:00,T-MB-L1-VOL001,7
sub_0643,resp_0643,2026-01-21 00:00:00,T-FC-L2-VOL001,8
sub_0895,resp_0895,2026-03-08 00:00:00,X-ME-L3-VOL001,6
sub_0613,resp_0613,2026-01-11 00:00:00,T-FC-L1-VOL001,8
sub_0739,resp_0739,2026-03-04 00:00:00,T-CF-L3-VOL001,7
sub_0547,resp_0547,2026-03-21 00:00:00,H-SL-L2-VOL001,6
sub_0726,resp_0726,2026-02-06 00:00:00,T-CF-L2-VOL001,9
sub_0684,resp_0684,2026-03-22 00:00:00,T-CF-L1-VOL001,7
sub_0099,resp_0099,2026-03-03 00:00:00,H-OS-L2-VOL001,9
sub_0805,resp_0805,2026-01-31 00:00:00,T-MB-L2-VOL001,8
sub_0728,resp_0728,2026-03-19 00:00:00,T-CF-L2-VOL001,8
sub_0574,resp_0574,2026-03-17 00:00:00,H-SL-L3-VOL001,9
sub_0407,resp_0407,2026-02-02 00:00:00,H-CR-L2-VOL001,5
sub_0503,resp_0503,2026-02-16 00:00:00,H-SL-L2-VOL001,6
sub_0048,resp_0048,2026-02-25 00:00:00,H-OS-L1-VOL001,6
sub_0033,resp_0033,2026-02-19 00:00:00,H-OS-L1-VOL001,7
sub_0780,resp_0780,2026-01-07 00:00:00,T-MB-L1-VOL001,6
sub_0840,resp_0840,2026-03-19 00:00:00,X-ME-L1-VOL001,8
sub_0201,resp_0201,2026-03-12 00:00:00,H-AX-L1-VOL001,6
sub_0135,resp_0135,2026-03-12 00:00:00,H-OS-L3-VOL001,6
sub_0028,resp_0028,2026-03-22 00:00:00,H-OS-L1-VOL001,4
sub_0878,resp_0878,2026-01-09 00:00:00,X-ME-L2-VOL001,7
sub_0231,resp_0231,2026-01-06 00:00:00,H-AX-L1-VOL001,6
sub_0490,resp_0490,2026-01-23 00:00:00,H-SL-L1-VOL001,8
sub_0773,resp_0773,2026-02-25 00:00:00,T-MB-L1-VOL001,7
sub_0379,resp_0379,2026-01-29 00:00:00,H-CR-L2-VOL001,7
sub_0289,resp_0289,2026-02-13 00:00:00,H-AX-L2-VOL001,7
sub_0419,resp_0419,2026-03-08 00:00:00,H-CR-L3-VOL001,7
sub_0675,resp_0675,2026-02-24 00:00:00,T-FC-L3-VOL001,6
sub_0392,resp_0392,2026-01-16 00:00:00,H-CR-L2-VOL001,7
sub_0593,resp_0593,2026-03-12 00:00:00,T-FC-L1-VOL001,5
sub_0499,resp_0499,2026-01-30 00:00:00,H-SL-L1-VOL001,4
sub_0139,resp_0139,2026-03-19 00:00:00,H-OS-L3-VOL001,7
sub_0063,resp_0063,2026-01-20 00:00:00,H-OS-L1-VOL001,7
sub_0472,resp_0472,2026-02-26 00:00:00,H-SL-L1-VOL001,9
sub_0648,resp_0648,2026-03-18 00:00:00,T-FC-L2-VOL001,7
sub_0129,resp_0129,2026-01-08 00:00:00,H-OS-L2-VOL001,8
sub_0974,resp_0974,2026-03-22 00:00:00,X-MC-L2-VOL001,6
sub_0521,resp_0521,2026-02-13 00:00:00,H-SL-L2-VOL001,7
sub_0839,resp_0839,2026-02-27 00:00:00,X-ME-L1-VOL001,6
sub_0960,resp_0960,2026-03-19 00:00:00,X-MC-L1-VOL001,8
sub_0065,resp_0065,2026-01-21 00:00:00,H-OS-L1-VOL001,9
sub_0813,resp_0813,2026-02-14 00:00:00,T-MB-L3-VOL001,4
sub_0015,resp_0015,2026-03-16 00:00:00,H-OS-L1-VOL001,8
sub_0157,resp_0157,2026-03-23 00:00:00,H-OS-L3-VOL001,4
sub_0041,resp_0041,2026-01-15 00:00:00,H-OS-L1-VOL001,8
sub_0493,resp_0493,2026-02-18 00:00:00,H-SL-L1-VOL001,10
sub_0380,resp_0380,2026-03-24 00:00:00,H-CR-L2-VOL001,7
sub_0188,resp_0188,2026-02-11 00:00:00,H-AX-L1-VOL001,5
sub_0764,resp_0764,2026-03-08 00:00:00,T-MB-L1-VOL001,8
sub_0217,resp_0217,2026-01-22 00:00:00,H-AX-L1-VOL001,6
sub_0792,resp_0792,2026-02-23 00:00:00,T-MB-L2-VOL001,8
sub_0053,resp_0053,2026-03-06 00:00:00,H-OS-L1-VOL001,6
sub_0879,resp_0879,2026-03-12 00:00:00,X-ME-L2-VOL001,5
sub_0338,resp_0338,2026-02-08 00:00:00,H-CR-L1-VOL001,5
sub_0749,resp_0749,2026-03-09 00:00:00,T-CF-L3-VOL001,7
sub_0720,resp_0720,2026-02-12 00:00:00,T-CF-L2-VOL001,7
sub_0725,resp_0725,2026-02-19 00:00:00,T-CF-L2-VOL001,5
sub_0296,resp_0296,2026-03-14 00:00:00,H-AX-L3-VOL001,8
sub_0702,resp_0702,2026-01-05 00:00:00,T-CF-L1-VOL001,10
sub_0252,resp_0252,2026-02-23 00:00:00,H-AX-L2-VOL001,7
sub_0727,resp_0727,2026-02-02 00:00:00,T-CF-L2-VOL001,6
sub_0462,resp_0462,2026-01-09 00:00:00,H-SL-L1-VOL001,8
sub_0456,resp_0456,2026-02-10 00:00:00,H-SL-L1-VOL001,5
sub_0994,resp_0994,2026-03-02 00:00:00,X-MC-L3-VOL001,9
sub_0816,resp_0816,2026-01-14 00:00:00,T-MB-L3-VOL001,7
sub_0863,resp_0863,2026-02-27 00:00:00,X-ME-L2-VOL001,8
sub_0270,resp_0270,2026-03-10 00:00:00,H-AX-L2-VOL001,7
sub_0202,resp_0202,2026-01-01 00:00:00,H-AX-L1-VOL001,8
sub_0162,resp_0162,2026-02-24 00:00:00,H-OS-L3-VOL001,9
sub_0556,resp_0556,2026-01-25 00:00:00,H-SL-L3-VOL001,5
sub_0730,resp_0730,2026-02-12 00:00:00,T-CF-L2-VOL001,5
sub_0402,resp_0402,2026-03-18 00:00:00,H-CR-L2-VOL001,5
sub_0703,resp_0703,2026-01-08 00:00:00,T-CF-L1-VOL001,7
sub_0477,resp_0477,2026-02-11 00:00:00,H-SL-L1-VOL001,6
sub_0822,resp_0822,2026-03-11 00:00:00,T-MB-L3-VOL001,7
sub_0772,resp_0772,2026-01-19 00:00:00,T-MB-L1-VOL001,8
sub_0106,resp_0106,2026-02-19 00:00:00,H-OS-L2-VOL001,2
sub_0566,resp_0566,2026-02-12 00:00:00,H-SL-L3-VOL001,8
sub_0390,resp_0390,2026-02-06 00:00:00,H-CR-L2-VOL001,4
sub_0002,resp_0002,2026-01-28 00:00:00,H-OS-L1-VOL001,3
sub_0935,resp_0935,2026-03-01 00:00:00,X-MD-L2-VOL001,5
sub_0980,resp_0980,2026-03-16 00:00:00,X-MC-L2-VOL001,6
sub_0562,resp_0562,2026-03-23 00:00:00,H-SL-L3-VOL001,7
sub_0081,resp_0081,2026-02-24 00:00:00,H-OS-L2-VOL001,8
sub_0206,resp_0206,2026-02-25 00:00:00,H-AX-L1-VOL001,6
sub_0035,resp_0035,2026-03-18 00:00:00,H-OS-L1-VOL001,6
sub_0776,resp_0776,2026-02-27 00:00:00,T-MB-L1-VOL001,9
sub_0509,resp_0509,2026-01-23 00:00:00,H-SL-L2-VOL001,7
sub_0428,resp_0428,2026-03-12 00:00:00,H-CR-L3-VOL001,6
sub_0455,resp_0455,2026-02-18 00:00:00,H-SL-L1-VOL001,7
sub_0367,resp_0367,2026-03-15 00:00:00,H-CR-L1-VOL001,5
sub_0092,resp_0092,2026-03-11 00:00:00,H-OS-L2-VOL001,9
sub_0340,resp_0340,2026-03-10 00:00:00,H-CR-L1-VOL001,8
sub_0898,resp_0898,2026-03-12 00:00:00,X-ME-L3-VOL001,7
sub_0565,resp_0565,2026-01-07 00:00:00,H-SL-L3-VOL001,9
sub_0346,resp_0346,2026-02-07 00:00:00,H-CR-L1-VOL001,9
sub_0777,resp_0777,2026-02-14 00:00:00,T-MB-L1-VOL001,10
sub_0242,resp_0242,2026-02-19 00:00:00,H-AX-L2-VOL001,7
sub_0014,resp_0014,2026-02-03 00:00:00,H-OS-L1-VOL001,5
sub_0316,resp_0316,2026-01-23 00:00:00,H-AX-L3-VOL001,8
sub_0601,resp_0601,2026-02-21 00:00:00,T-FC-L1-VOL001,5
sub_0388,resp_0388,2026-03-18 00:00:00,H-CR-L2-VOL001,3
sub_0274,resp_0274,2026-03-14 00:00:00,H-AX-L2-VOL001,8
sub_0167,resp_0167,2026-01-20 00:00:00,H-OS-L3-VOL001,7
sub_0841,resp_0841,2026-02-24 00:00:00,X-ME-L1-VOL001,6
sub_0990,resp_0990,2026-01-27 00:00:00,X-MC-L3-VOL001,8
sub_0647,resp_0647,2026-03-14 00:00:00,T-FC-L2-VOL001,7
sub_0819,resp_0819,2026-01-18 00:00:00,T-MB-L3-VOL001,7
sub_0485,resp_0485,2026-03-09 00:00:00,H-SL-L1-VOL001,6
sub_0978,resp_0978,2026-02-03 00:00:00,X-MC-L2-VOL001,7
sub_0505,resp_0505,2026-01-12 00:00:00,H-SL-L2-VOL001,8
sub_0832,resp_0832,2026-02-07 00:00:00,X-ME-L1-VOL001,9
sub_0244,resp_0244,2026-01-03 00:00:00,H-AX-L2-VOL001,8
sub_0567,resp_0567,2026-02-01 00:00:00,H-SL-L3-VOL001,7
sub_0876,resp_0876,2026-02-10 00:00:00,X-ME-L2-VOL001,7
sub_0563,resp_0563,2026-03-18 00:00:00,H-SL-L3-VOL001,6
sub_0687,resp_0687,2026-02-26 00:00:00,T-CF-L1-VOL001,7
sub_0190,resp_0190,2026-02-07 00:00:00,H-AX-L1-VOL001,9
sub_0783,resp_0783,2026-02-17 00:00:00,T-MB-L1-VOL001,8
sub_0700,resp_0700,2026-03-01 00:00:00,T-CF-L1-VOL001,8
sub_0476,resp_0476,2026-01-06 00:00:00,H-SL-L1-VOL001,8
sub_0682,resp_0682,2026-03-21 00:00:00,T-CF-L1-VOL001,5
sub_0511,resp_0511,2026-01-17 00:00:00,H-SL-L2-VOL001,7
sub_0059,resp_0059,2026-03-23 00:00:00,H-OS-L1-VOL001,5
sub_0475,resp_0475,2026-01-04 00:00:00,H-SL-L1-VOL001,6
sub_0561,resp_0561,2026-03-24 00:00:00,H-SL-L3-VOL001,6
sub_0857,resp_0857,2026-03-07 00:00:00,X-ME-L1-VOL001,6
sub_0748,resp_0748,2026-03-11 00:00:00,T-CF-L3-VOL001,8
sub_0253,resp_0253,2026-03-10 00:00:00,H-AX-L2-VOL001,4
sub_0022,resp_0022,2026-03-07 00:00:00,H-OS-L1-VOL001,8
sub_0314,resp_0314,2026-01-20 00:00:00,H-AX-L3-VOL001,7
sub_0460,resp_0460,2026-01-05 00:00:00,H-SL-L1-VOL001,5
sub_0161,resp_0161,2026-03-12 00:00:00,H-OS-L3-VOL001,9
sub_0277,resp_0277,2026-03-24 00:00:00,H-AX-L2-VOL001,6
sub_0956,resp_0956,2026-03-13 00:00:00,X-MC-L1-VOL001,6
sub_0192,resp_0192,2026-01-17 00:00:00,H-AX-L1-VOL001,8
sub_0386,resp_0386,2026-01-22 00:00:00,H-CR-L2-VOL001,6
sub_0806,resp_0806,2026-01-19 00:00:00,T-MB-L2-VOL001,7
sub_0414,resp_0414,2026-03-11 00:00:00,H-CR-L3-VOL001,8
sub_0492,resp_0492,2026-03-20 00:00:00,H-SL-L1-VOL001,5
sub_0344,resp_0344,2026-01-07 00:00:00,H-CR-L1-VOL001,5
sub_0770,resp_0770,2026-02-27 00:00:00,T-MB-L1-VOL001,7
sub_0309,resp_0309,2026-01-14 00:00:00,H-AX-L3-VOL001,5
sub_0662,resp_0662,2026-01-30 00:00:00,T-FC-L3-VOL001,5
sub_0131,resp_0131,2026-01-18 00:00:00,H-OS-L3-VOL001,4
sub_0664,resp_0664,2026-03-13 00:00:00,T-FC-L3-VOL001,6
sub_0872,resp_0872,2026-02-27 00:00:00,X-ME-L2-VOL001,9
sub_0100,resp_0100,2026-01-28 00:00:00,H-OS-L2-VOL001,7
sub_0373,resp_0373,2026-02-08 00:00:00,H-CR-L1-VOL001,5
sub_0088,resp_0088,2026-03-12 00:00:00,H-OS-L2-VOL001,5
sub_0459,resp_0459,2026-03-11 00:00:00,H-SL-L1-VOL001,8
sub_0331,resp_0331,2026-02-06 00:00:00,H-CR-L1-VOL001,9
sub_0215,resp_0215,2026-03-07 00:00:00,H-AX-L1-VOL001,9
sub_0467,resp_0467,2026-01-12 00:00:00,H-SL-L1-VOL001,2
sub_0122,resp_0122,2026-01-08 00:00:00,H-OS-L2-VOL001,4
sub_0615,resp_0615,2026-02-25 00:00:00,T-FC-L1-VOL001,9
sub_0021,resp_0021,2026-01-18 00:00:00,H-OS-L1-VOL001,8
sub_0701,resp_0701,2026-02-27 00:00:00,T-CF-L1-VOL001,6
sub_0072,resp_0072,2026-01-03 00:00:00,H-OS-L1-VOL001,9
sub_0107,resp_0107,2026-02-03 00:00:00,H-OS-L2-VOL001,8
sub_0271,resp_0271,2026-01-04 00:00:00,H-AX-L2-VOL001,6
sub_0861,resp_0861,2026-02-03 00:00:00,X-ME-L2-VOL001,4
sub_0436,resp_0436,2026-03-19 00:00:00,H-CR-L3-VOL001,3
sub_0103,resp_0103,2026-01-22 00:00:00,H-OS-L2-VOL001,3
